song,condition,task,ioi
Hey_There_Delilah,Mod,SART,1285.714286
Beautiful,Mod,SART,1139.240506
I_Will_Always_Love_You,Mod,SART,1034.482759
I_Have_Nothing,Unmod,SART,1105.263158
I_Will_Follow_You_Into_The_Dark,Unmod,SART,1000
Eye_of_the_Tiger,Unmod,SART,972.222222
Stay_With_Me,Mod,NBACK,1153.846154
Shallow,Mod,NBACK,1184.210526
Not_Gonna_Write_You_A_Love_Song,Mod,NBACK,1102.941176
See_You_Again,Unmod,NBACK,1168.831169
Girl_on_Fire,Unmod,NBACK,1125
Hallelujah,Unmod,NBACK,1100.917431
